Date,Hour,Minute,DayOfWeek,IsWeekend,Location,Weather,VehicleCount,AverageSpeed,Congestion
2025-09-26,9,45,4,0,Rajpur Road,Fog,1098,32.7,High
2025-06-02,9,45,0,0,Rajpur Road,Clear,1130,42.8,High
2025-06-24,14,0,1,0,Ballupur Chowk,Rain,796,39.8,Medium
2025-02-27,20,45,3,0,Prem Nagar,Cloudy,498,49.8,Low
2025-12-30,21,30,1,0,Rajpur Road,Clear,579,42.4,Low
2025-02-15,17,15,5,1,Dharampur Chowk,Fog,819,38.4,Medium
2025-12-26,19,45,4,0,Clock Tower,Clear,1401,37.3,High
2025-05-24,14,30,5,1,Dharampur Chowk,Rain,573,41.7,Low
2025-08-03,14,30,6,1,Clock Tower,Clear,807,45.7,Medium
2025-02-21,21,15,4,0,Prem Nagar,Fog,392,43.5,Low
2025-04-24,19,30,3,0,Clock Tower,Fog,1210,31.8,High
2025-10-15,18,45,2,0,Clock Tower,Clear,1425,31.6,High
2025-10-30,9,0,3,0,Clock Tower,Cloudy,1381,33.7,High
2025-07-04,19,45,4,0,Dharampur Chowk,Clear,1168,37.2,High
2025-06-27,20,45,4,0,Prem Nagar,Clear,409,43.3,Low
2025-07-24,19,0,3,0,Rajpur Road,Cloudy,1256,37.6,High
2025-01-13,16,0,0,0,ISBT,Fog,457,40.5,Low
2025-01-15,20,30,2,0,ISBT,Rain,788,41.8,Medium
2025-06-30,13,30,0,0,Ballupur Chowk,Clear,1103,40.4,High
2025-06-16,20,30,0,0,Rajpur Road,Cloudy,707,42.7,Medium
2025-10-13,16,45,0,0,ISBT,Cloudy,690,36.9,Medium
2025-09-13,8,30,5,1,ISBT,Cloudy,1356,40.2,High
2025-06-12,15,0,3,0,Dharampur Chowk,Clear,516,46.9,Low
2025-11-24,18,30,0,0,Prem Nagar,Fog,771,37.1,Medium
2025-11-24,11,45,0,0,Rajpur Road,Rain,616,36.0,Low
2025-12-29,21,30,0,0,ISBT,Fog,598,37.6,Low
2025-07-05,11,15,5,1,ISBT,Clear,609,47.7,Low
2025-02-27,12,30,3,0,Prem Nagar,Rain,423,43.6,Low
2025-10-14,11,45,1,0,Prem Nagar,Clear,470,51.2,Low
2025-04-12,8,0,5,1,Dharampur Chowk,Fog,795,36.3,Medium
2025-05-15,10,30,3,0,Prem Nagar,Rain,337,44.0,Low
2025-07-23,10,45,2,0,Clock Tower,Rain,664,40.6,Medium
2025-11-11,8,30,1,0,Rajpur Road,Fog,988,38.2,Medium
2025-01-21,13,15,1,0,Dharampur Chowk,Rain,856,38.1,Medium
2025-01-14,21,15,1,0,Dharampur Chowk,Cloudy,547,39.5,Low
2025-05-06,13,45,1,0,Dharampur Chowk,Cloudy,889,41.3,Medium
2025-03-16,6,30,6,1,Rajpur Road,Clear,528,47.0,Low
2025-11-10,21,45,0,0,Ballupur Chowk,Cloudy,639,40.5,Low
2025-07-31,11,45,3,0,Dharampur Chowk,Fog,373,43.1,Low
2025-05-14,17,30,2,0,Ballupur Chowk,Rain,1354,30.4,High
2025-07-06,13,30,6,1,Prem Nagar,Rain,598,44.3,Low
2025-02-09,10,30,6,1,Dharampur Chowk,Cloudy,435,49.9,Low
2025-10-03,10,0,4,0,Prem Nagar,Fog,330,44.9,Low
2025-10-02,16,0,3,0,Prem Nagar,Cloudy,523,48.4,Low
2025-06-28,13,45,5,1,ISBT,Clear,858,44.9,Medium
2025-08-24,20,45,6,1,Prem Nagar,Fog,498,36.9,Low
2025-02-03,11,0,0,0,Prem Nagar,Fog,362,42.5,Low
2025-10-14,7,30,1,0,Ballupur Chowk,Cloudy,728,42.9,Medium
2025-02-02,17,0,6,1,Dharampur Chowk,Rain,688,44.2,Medium
2025-10-19,14,0,6,1,Dharampur Chowk,Fog,645,32.6,Medium
2025-08-09,10,45,5,1,Rajpur Road,Fog,349,46.7,Low
2025-06-08,15,30,6,1,Rajpur Road,Fog,513,42.5,Low
2025-03-15,16,0,5,1,Prem Nagar,Clear,400,49.5,Low
2025-12-31,17,0,2,0,Clock Tower,Clear,1393,38.5,High
2025-09-29,19,15,0,0,Dharampur Chowk,Cloudy,1185,35.7,High
2025-05-08,11,15,3,0,Clock Tower,Fog,607,38.2,Low
2025-03-03,16,0,0,0,Clock Tower,Fog,636,35.9,Low
2025-10-21,18,45,1,0,Ballupur Chowk,Fog,1077,28.8,High
2025-03-12,16,15,2,0,Clock Tower,Rain,592,37.1,Low
2025-07-01,11,45,1,0,ISBT,Fog,526,35.2,Low
2025-02-16,11,30,6,1,Ballupur Chowk,Cloudy,621,48.3,Low
2025-04-27,17,0,6,1,ISBT,Fog,887,38.3,Medium
2025-02-18,22,30,1,0,Clock Tower,Clear,857,42.9,Medium
2025-10-13,7,30,0,0,Clock Tower,Cloudy,639,54.3,Low
2025-01-01,22,0,2,0,Clock Tower,Rain,486,43.1,Low
2025-07-16,15,0,2,0,Prem Nagar,Rain,453,47.6,Low
2025-02-05,11,15,2,0,Dharampur Chowk,Fog,477,38.7,Low
2025-04-04,12,30,4,0,Clock Tower,Cloudy,614,45.2,Low
2025-11-04,17,15,1,0,Ballupur Chowk,Cloudy,1339,36.0,High
2025-09-17,10,45,2,0,Clock Tower,Clear,612,41.8,Low
2025-10-03,9,30,4,0,ISBT,Clear,1514,31.9,High
2025-06-28,11,15,5,1,Clock Tower,Fog,346,41.6,Low
2025-04-09,10,30,2,0,Ballupur Chowk,Fog,512,34.4,Medium
2025-08-18,9,0,0,0,ISBT,Cloudy,1510,30.3,High
2025-07-07,10,15,0,0,Ballupur Chowk,Cloudy,802,45.1,Medium
2025-07-26,7,30,5,1,Clock Tower,Fog,415,38.8,Low
2025-12-04,9,0,3,0,Dharampur Chowk,Rain,1000,37.6,Medium
2025-09-27,22,45,5,1,Prem Nagar,Cloudy,433,48.2,Low
2025-05-25,16,15,6,1,Ballupur Chowk,Cloudy,570,45.0,Low
2025-05-30,19,45,4,0,Ballupur Chowk,Fog,1054,25.7,High
2025-02-12,21,0,2,0,Ballupur Chowk,Clear,711,45.7,Medium
2025-06-14,21,45,5,1,ISBT,Fog,418,46.7,Low
2025-05-28,7,0,2,0,Rajpur Road,Clear,591,43.4,Low
2025-06-07,11,30,5,1,Dharampur Chowk,Clear,545,48.4,Low
2025-10-01,6,0,2,0,ISBT,Fog,597,37.2,Low
2025-04-07,17,0,0,0,Dharampur Chowk,Fog,992,32.0,Medium
2025-09-18,22,15,3,0,Prem Nagar,Rain,483,37.4,Low
2025-12-15,7,15,0,0,Clock Tower,Fog,491,45.2,Low
2025-04-06,13,30,6,1,Clock Tower,Cloudy,839,41.2,Medium
2025-09-11,12,0,3,0,Clock Tower,Fog,490,36.4,Low
2025-04-16,9,30,2,0,Clock Tower,Cloudy,1205,37.1,High
2025-12-04,16,15,3,0,Ballupur Chowk,Cloudy,676,45.2,Medium
2025-07-10,18,0,3,0,Rajpur Road,Cloudy,1298,36.6,High
2025-11-03,13,30,0,0,Ballupur Chowk,Rain,956,35.8,Medium
2025-04-15,14,45,1,0,Dharampur Chowk,Clear,813,42.5,Medium
2025-08-01,19,45,4,0,ISBT,Cloudy,1629,36.0,High
2025-09-07,14,0,6,1,Dharampur Chowk,Fog,534,39.7,Low
2025-01-22,20,15,2,0,Dharampur Chowk,Cloudy,615,43.2,Low
2025-02-06,9,0,3,0,Rajpur Road,Fog,937,29.2,Medium
2025-02-04,11,30,1,0,Rajpur Road,Rain,384,45.6,Low
2025-12-15,18,30,0,0,Prem Nagar,Rain,905,37.7,Medium
2025-05-26,14,0,0,0,Clock Tower,Fog,805,32.6,Medium
2025-04-14,8,45,0,0,Rajpur Road,Cloudy,1224,33.8,High
2025-09-23,7,45,1,0,Ballupur Chowk,Clear,745,40.3,Medium
2025-02-27,13,0,3,0,Ballupur Chowk,Cloudy,1004,37.5,Medium
2025-02-12,8,15,2,0,Ballupur Chowk,Rain,1186,32.1,High
2025-08-13,10,45,2,0,Prem Nagar,Clear,446,51.2,Low
2025-12-06,22,15,5,1,Rajpur Road,Rain,449,45.1,Low
2025-01-23,6,15,3,0,ISBT,Rain,557,37.8,Low
2025-03-31,17,45,0,0,Rajpur Road,Clear,1256,36.1,High
2025-07-20,18,15,6,1,ISBT,Clear,1331,35.7,High
2025-04-26,11,15,5,1,ISBT,Fog,497,35.0,Low
2025-01-13,20,0,0,0,Rajpur Road,Rain,677,39.8,Medium
2025-10-13,11,15,0,0,Prem Nagar,Rain,494,40.4,Low
2025-01-30,9,0,3,0,Ballupur Chowk,Clear,1292,32.6,High
2025-11-13,11,30,3,0,ISBT,Clear,743,43.3,Medium
2025-03-15,9,15,5,1,Clock Tower,Fog,897,36.3,Medium
2025-01-02,7,45,3,0,Prem Nagar,Clear,388,47.4,Low
2025-04-25,7,0,4,0,Clock Tower,Fog,563,45.3,Low
2025-10-20,18,30,0,0,Dharampur Chowk,Fog,945,35.3,Medium
2025-08-19,13,45,1,0,Prem Nagar,Rain,664,46.3,Medium
2025-06-26,20,45,3,0,Rajpur Road,Fog,328,42.6,Low
2025-10-02,17,15,3,0,Rajpur Road,Rain,993,28.3,Medium
2025-11-23,11,45,6,1,ISBT,Cloudy,654,46.1,Medium
2025-07-08,6,45,1,0,ISBT,Cloudy,719,44.4,Medium
2025-01-22,20,45,2,0,Dharampur Chowk,Cloudy,836,42.3,Medium
2025-07-25,10,30,4,0,Rajpur Road,Fog,508,37.8,Low
2025-08-04,19,45,0,0,Dharampur Chowk,Fog,980,32.3,Medium
2025-08-16,18,45,5,1,ISBT,Rain,1120,39.5,High
2025-06-16,18,15,0,0,Dharampur Chowk,Cloudy,1349,36.1,High
2025-05-06,12,15,1,0,Prem Nagar,Cloudy,327,49.2,Low
2025-12-04,17,45,3,0,Prem Nagar,Fog,1048,31.3,Medium
2025-07-11,15,15,4,0,Ballupur Chowk,Cloudy,753,48.6,Medium
2025-08-29,9,45,4,0,ISBT,Fog,1148,28.1,High
2025-01-27,12,15,0,0,ISBT,Cloudy,547,49.2,Low
2025-12-04,18,45,3,0,Rajpur Road,Fog,933,34.2,Medium
2025-01-13,12,45,0,0,Prem Nagar,Cloudy,411,48.3,Low
2025-05-20,10,45,1,0,Prem Nagar,Cloudy,514,48.5,Low
2025-03-19,19,30,2,0,Ballupur Chowk,Cloudy,1330,39.6,High
2025-03-08,21,30,5,1,Prem Nagar,Clear,366,44.7,Low
2025-12-13,9,0,5,1,Clock Tower,Clear,1110,39.2,High
2025-01-05,7,30,6,1,Clock Tower,Rain,516,46.7,Low
2025-07-02,12,15,2,0,Rajpur Road,Rain,507,42.4,Low
2025-02-03,17,30,0,0,Prem Nagar,Fog,743,38.8,Medium
2025-09-01,16,15,0,0,ISBT,Rain,650,39.5,Medium
2025-02-21,11,15,4,0,Rajpur Road,Fog,315,46.8,Low
2025-03-02,19,15,6,1,Prem Nagar,Fog,608,36.5,Low
2025-12-25,14,15,3,0,Clock Tower,Cloudy,1088,35.9,High
2025-08-16,9,0,5,1,Rajpur Road,Fog,676,31.0,Medium
2025-08-31,18,45,6,1,Rajpur Road,Clear,1118,37.4,High
2025-10-28,17,45,1,0,Prem Nagar,Cloudy,1326,33.1,High
2025-08-18,6,45,0,0,Dharampur Chowk,Rain,430,42.2,Low
2025-06-23,8,30,0,0,Clock Tower,Cloudy,1401,33.6,High
2025-03-11,15,45,1,0,Rajpur Road,Clear,633,43.0,Low
2025-12-09,12,30,1,0,ISBT,Clear,596,41.1,Low
2025-07-01,21,0,1,0,Prem Nagar,Fog,212,42.4,Low
2025-03-28,17,30,4,0,Rajpur Road,Rain,1099,32.4,High
2025-09-24,6,45,2,0,ISBT,Cloudy,841,46.7,Medium
2025-01-27,13,30,0,0,ISBT,Fog,840,29.6,Medium
2025-08-10,16,0,6,1,ISBT,Fog,435,39.0,Low
2025-12-04,8,30,3,0,Prem Nagar,Clear,922,39.7,Medium
2025-03-08,6,0,5,1,ISBT,Fog,428,39.7,Low
2025-04-13,21,45,6,1,Ballupur Chowk,Clear,487,48.7,Low
2025-12-22,14,45,0,0,ISBT,Rain,1004,32.9,Medium
2025-09-20,19,45,5,1,Dharampur Chowk,Rain,1016,32.5,Medium
2025-03-09,17,30,6,1,Prem Nagar,Cloudy,798,44.7,Medium
2025-09-08,15,30,0,0,Clock Tower,Fog,461,41.4,Low
2025-12-10,8,30,2,0,Prem Nagar,Clear,782,48.0,Medium
2025-01-12,10,0,6,1,Rajpur Road,Clear,551,42.6,Low
2025-04-01,17,0,1,0,Rajpur Road,Cloudy,1192,43.0,High
2025-02-14,8,0,4,0,Dharampur Chowk,Clear,1062,37.3,High
2025-06-24,8,15,1,0,Prem Nagar,Fog,598,37.4,Low
2025-11-20,16,0,3,0,Prem Nagar,Clear,469,50.4,Low
2025-01-29,10,15,2,0,Dharampur Chowk,Clear,448,44.0,Low
2025-04-06,8,0,6,1,Clock Tower,Fog,931,36.7,Medium
2025-12-18,13,15,3,0,Clock Tower,Clear,883,45.6,Medium
2025-07-18,16,15,4,0,Ballupur Chowk,Cloudy,668,48.7,Medium
2025-12-29,21,15,0,0,Ballupur Chowk,Rain,564,34.4,Medium
2025-12-13,7,45,5,1,Rajpur Road,Clear,485,51.3,Low
2025-02-10,11,15,0,0,ISBT,Cloudy,670,44.3,Medium
2025-10-05,12,0,6,1,Dharampur Chowk,Clear,462,39.7,Low
2025-04-07,11,30,0,0,Rajpur Road,Cloudy,747,41.6,Medium
2025-07-22,15,45,1,0,Prem Nagar,Rain,479,42.9,Low
2025-04-22,19,30,1,0,ISBT,Cloudy,1684,32.2,High
2025-09-29,6,30,0,0,ISBT,Cloudy,723,42.0,Medium
2025-02-03,7,0,0,0,Ballupur Chowk,Rain,634,35.3,Low
2025-01-31,19,0,4,0,Dharampur Chowk,Fog,1008,29.3,Medium
2025-01-07,8,30,1,0,Prem Nagar,Rain,977,36.5,Medium
2025-12-24,8,30,2,0,Dharampur Chowk,Rain,1060,35.1,High
2025-08-19,17,45,1,0,ISBT,Fog,1066,29.2,High
2025-06-03,21,30,1,0,Prem Nagar,Cloudy,565,47.4,Low
2025-04-27,11,0,6,1,Dharampur Chowk,Rain,523,43.7,Low
2025-07-29,20,45,1,0,ISBT,Fog,488,37.6,Low
2025-08-26,20,45,1,0,Rajpur Road,Cloudy,622,39.2,Low
2025-07-17,19,0,3,0,Rajpur Road,Rain,1257,33.4,High
2025-07-15,10,45,1,0,ISBT,Clear,805,38.8,Medium
2025-08-11,11,15,0,0,Prem Nagar,Cloudy,611,53.0,Low
2025-04-22,9,0,1,0,Ballupur Chowk,Fog,908,36.3,Medium
2025-03-18,14,30,1,0,Rajpur Road,Clear,897,37.6,Medium
2025-09-12,18,15,4,0,ISBT,Rain,1396,32.6,High
2025-04-27,12,45,6,1,Prem Nagar,Fog,283,46.5,Low
2025-08-10,19,15,6,1,Ballupur Chowk,Clear,1015,36.0,Medium
2025-06-30,9,0,0,0,ISBT,Fog,1141,30.8,High
2025-11-08,15,15,5,1,Rajpur Road,Fog,340,44.6,Low
2025-04-21,19,45,0,0,Clock Tower,Rain,1306,33.9,High
2025-11-20,11,30,3,0,Dharampur Chowk,Rain,494,44.8,Low
2025-12-17,19,0,2,0,Prem Nagar,Cloudy,1056,46.1,High
2025-09-29,15,30,0,0,Dharampur Chowk,Rain,439,50.0,Low
2025-12-19,10,30,4,0,Prem Nagar,Fog,392,37.3,Low
2025-02-02,6,45,6,1,ISBT,Fog,590,38.9,Low
2025-05-07,12,30,2,0,Dharampur Chowk,Cloudy,656,49.3,Medium
2025-06-10,21,30,1,0,Prem Nagar,Rain,465,41.6,Low
2025-10-23,16,15,3,0,Rajpur Road,Rain,604,41.4,Low
2025-11-20,13,15,3,0,Rajpur Road,Fog,772,29.5,Medium
2025-10-16,21,0,3,0,ISBT,Clear,742,42.5,Medium
2025-07-16,10,30,2,0,Clock Tower,Fog,658,39.5,Medium
2025-08-25,14,0,0,0,Ballupur Chowk,Fog,796,37.1,Medium
2025-04-09,14,15,2,0,ISBT,Clear,1003,45.5,Medium
2025-08-31,13,15,6,1,Dharampur Chowk,Clear,889,43.5,Medium
2025-06-17,17,45,1,0,Prem Nagar,Cloudy,1219,35.9,High
2025-05-20,16,45,1,0,ISBT,Cloudy,678,45.4,Medium
2025-11-27,12,0,3,0,ISBT,Clear,741,43.2,Medium
2025-04-10,22,30,3,0,Rajpur Road,Fog,511,40.6,Low
2025-08-05,6,30,1,0,ISBT,Cloudy,662,47.1,Medium
2025-03-15,15,0,5,1,Clock Tower,Fog,516,40.1,Low
2025-02-10,17,45,0,0,Rajpur Road,Fog,1090,27.8,High
2025-11-17,18,15,0,0,Prem Nagar,Fog,869,31.1,Medium
2025-06-10,9,30,1,0,Ballupur Chowk,Rain,1051,33.1,High
2025-04-12,20,30,5,1,Rajpur Road,Cloudy,446,47.0,Low
2025-06-15,6,0,6,1,Clock Tower,Rain,486,45.6,Low
2025-10-10,21,30,4,0,Rajpur Road,Rain,500,38.1,Low
2025-07-12,6,45,5,1,Dharampur Chowk,Rain,520,40.1,Low
2025-07-22,11,30,1,0,Prem Nagar,Clear,482,49.5,Low
2025-11-26,15,30,2,0,Prem Nagar,Clear,503,51.1,Low
2025-09-19,7,15,4,0,Ballupur Chowk,Clear,672,42.8,Medium
2025-02-04,10,15,1,0,Clock Tower,Cloudy,865,43.2,Medium
2025-05-01,8,30,3,0,ISBT,Rain,1260,34.9,High
2025-02-11,19,30,1,0,Clock Tower,Fog,1143,31.9,High
2025-07-25,7,45,4,0,Dharampur Chowk,Fog,647,36.9,Low
2025-12-22,10,0,0,0,Rajpur Road,Fog,442,41.0,Low
2025-03-23,9,30,6,1,Rajpur Road,Cloudy,1129,34.4,High
2025-01-29,6,0,2,0,Dharampur Chowk,Cloudy,431,47.1,Low
2025-09-03,7,0,2,0,Rajpur Road,Cloudy,483,46.8,Low
2025-03-20,10,30,3,0,ISBT,Fog,605,35.7,Low
2025-11-21,18,0,4,0,Prem Nagar,Rain,821,38.5,Medium
2025-09-10,6,45,2,0,Prem Nagar,Clear,556,42.0,Low
2025-01-21,12,0,1,0,Rajpur Road,Cloudy,679,47.8,Medium
2025-10-26,21,0,6,1,ISBT,Clear,677,49.0,Medium
2025-10-25,17,15,5,1,Ballupur Chowk,Cloudy,1382,34.2,High
2025-03-19,6,30,2,0,ISBT,Rain,644,39.6,Low
2025-09-19,18,15,4,0,Rajpur Road,Rain,1123,38.6,High
2025-06-21,12,30,5,1,ISBT,Fog,373,39.1,Low
2025-03-03,15,45,0,0,Clock Tower,Fog,636,41.0,Low
2025-11-05,22,45,2,0,Rajpur Road,Cloudy,585,49.2,Low
2025-02-27,7,45,3,0,Clock Tower,Cloudy,718,49.2,Medium
2025-04-13,15,15,6,1,Prem Nagar,Rain,378,47.7,Low
2025-07-04,20,0,4,0,Dharampur Chowk,Cloudy,800,45.4,Medium
2025-10-18,14,15,5,1,Prem Nagar,Clear,639,48.0,Low
2025-06-08,6,15,6,1,Rajpur Road,Rain,418,51.2,Low
2025-04-16,21,45,2,0,Dharampur Chowk,Rain,518,41.8,Low
2025-08-23,18,15,5,1,Ballupur Chowk,Fog,852,38.1,Medium
2025-10-15,15,15,2,0,Clock Tower,Clear,727,43.1,Medium
2025-01-01,6,0,2,0,Clock Tower,Rain,638,36.4,Low
2025-01-01,15,45,2,0,Ballupur Chowk,Cloudy,680,46.6,Medium
2025-02-19,7,30,2,0,Rajpur Road,Cloudy,750,42.0,Medium
2025-08-05,17,0,1,0,ISBT,Fog,1104,28.5,High
2025-12-01,6,30,0,0,Clock Tower,Clear,551,51.1,Low
2025-06-04,10,30,2,0,Ballupur Chowk,Cloudy,789,44.7,Medium
2025-03-03,6,45,0,0,Rajpur Road,Clear,682,45.7,Medium
2025-02-27,8,15,3,0,Ballupur Chowk,Rain,1133,32.8,High
2025-05-19,6,45,0,0,Clock Tower,Cloudy,666,40.8,Medium
2025-04-21,8,45,0,0,Dharampur Chowk,Fog,918,33.8,Medium
2025-01-16,7,45,3,0,Ballupur Chowk,Fog,566,39.2,Low
2025-07-31,11,0,3,0,Prem Nagar,Clear,474,45.6,Low
2025-12-03,8,30,2,0,Dharampur Chowk,Rain,1014,37.7,Medium
2025-09-03,12,30,2,0,Clock Tower,Rain,500,43.1,Low
2025-04-07,13,45,0,0,Clock Tower,Clear,1027,38.2,Medium
2025-10-16,19,45,3,0,Rajpur Road,Clear,1200,38.5,High
2025-05-27,17,0,1,0,Prem Nagar,Rain,845,39.0,Medium
2025-08-22,21,15,4,0,ISBT,Rain,564,45.1,Low
2025-10-10,10,30,4,0,Dharampur Chowk,Rain,691,37.5,Medium
2025-07-28,11,45,0,0,ISBT,Fog,608,36.1,Low
2025-06-27,15,15,4,0,Dharampur Chowk,Fog,531,35.6,Low
2025-12-12,19,30,4,0,Ballupur Chowk,Clear,1390,32.5,High
2025-11-05,14,15,2,0,ISBT,Rain,958,33.2,Medium
2025-11-27,20,45,3,0,Prem Nagar,Cloudy,577,44.2,Low
2025-01-22,16,15,2,0,Prem Nagar,Rain,482,42.1,Low
2025-10-04,11,15,5,1,Rajpur Road,Fog,388,41.9,Low
2025-02-11,19,0,1,0,Prem Nagar,Clear,979,41.6,Medium
2025-09-24,9,0,2,0,ISBT,Cloudy,1606,29.7,High
2025-04-27,16,45,6,1,Clock Tower,Rain,597,46.0,Low
2025-07-11,18,45,4,0,Rajpur Road,Rain,1057,30.5,High
2025-07-28,9,15,0,0,Dharampur Chowk,Fog,921,32.2,Medium
2025-03-21,12,0,4,0,Prem Nagar,Clear,636,46.0,Low
2025-09-11,10,0,3,0,Dharampur Chowk,Rain,440,40.3,Low
2025-05-04,18,30,6,1,Rajpur Road,Clear,1147,36.9,High
2025-04-08,6,0,1,0,Clock Tower,Rain,595,44.4,Low
2025-03-03,12,15,0,0,Dharampur Chowk,Clear,521,47.4,Low
2025-02-04,14,45,1,0,Clock Tower,Fog,805,37.5,Medium
2025-07-03,18,0,3,0,Dharampur Chowk,Rain,1123,33.3,High
2025-06-25,18,30,2,0,Rajpur Road,Rain,1128,32.8,High
2025-08-08,21,0,4,0,Dharampur Chowk,Fog,330,43.1,Low
2025-01-17,21,30,4,0,ISBT,Clear,858,40.1,Medium
2025-05-11,21,45,6,1,Prem Nagar,Clear,352,47.4,Low
2025-08-05,17,45,1,0,Clock Tower,Fog,1181,31.5,High
2025-01-20,21,0,0,0,Ballupur Chowk,Rain,557,39.3,Low
2025-10-06,8,0,0,0,Rajpur Road,Clear,1177,33.5,High
2025-08-21,18,30,3,0,Rajpur Road,Fog,1009,35.2,Medium
2025-01-18,16,30,5,1,Prem Nagar,Fog,231,39.1,Low
2025-04-21,19,0,0,0,Clock Tower,Cloudy,1600,30.3,High
2025-10-31,6,45,4,0,Clock Tower,Cloudy,781,43.4,Medium
2025-08-26,14,45,1,0,Prem Nagar,Clear,734,45.8,Medium
2025-05-10,9,45,5,1,Rajpur Road,Fog,724,37.1,Medium
2025-05-31,11,0,5,1,ISBT,Rain,510,38.8,Low
2025-08-07,9,15,3,0,Clock Tower,Cloudy,1409,34.1,High
2025-09-04,21,15,3,0,Clock Tower,Fog,513,36.0,Low
2025-12-01,11,45,0,0,Clock Tower,Rain,719,42.4,Medium
2025-04-04,13,30,4,0,Dharampur Chowk,Fog,764,35.2,Medium
2025-04-28,20,0,0,0,Clock Tower,Cloudy,552,53.0,Low
2025-03-13,10,0,3,0,Ballupur Chowk,Fog,502,37.6,Low
2025-07-07,19,0,0,0,Dharampur Chowk,Rain,1109,37.7,High
2025-11-22,9,45,5,1,Ballupur Chowk,Clear,1075,43.5,High
2025-05-23,19,45,4,0,Clock Tower,Clear,1490,30.5,High
2025-02-14,14,30,4,0,Ballupur Chowk,Fog,723,39.5,Medium
2025-09-17,13,15,2,0,Clock Tower,Clear,792,43.2,Medium
2025-03-24,8,15,0,0,Dharampur Chowk,Cloudy,1062,38.4,High
2025-08-17,17,30,6,1,Ballupur Chowk,Clear,1125,37.9,High
2025-12-03,11,45,2,0,Clock Tower,Clear,613,43.0,Low
2025-04-29,12,15,1,0,ISBT,Cloudy,925,47.4,Medium
2025-12-26,18,0,4,0,ISBT,Clear,1415,39.5,High
2025-09-19,6,0,4,0,Prem Nagar,Rain,406,44.6,Low
2025-10-27,22,0,0,0,ISBT,Cloudy,737,42.5,Medium
2025-06-13,13,45,4,0,Rajpur Road,Cloudy,1020,40.8,Medium
2025-12-06,21,45,5,1,Ballupur Chowk,Cloudy,527,43.6,Low
2025-02-20,11,45,3,0,Prem Nagar,Clear,416,44.1,Low
2025-03-16,10,15,6,1,Clock Tower,Fog,448,37.0,Low
2025-09-20,8,15,5,1,Rajpur Road,Fog,774,40.1,Medium
2025-11-17,17,15,0,0,ISBT,Fog,1302,28.3,High
2025-01-31,19,0,4,0,ISBT,Fog,1199,35.5,High
2025-01-15,12,30,2,0,Ballupur Chowk,Fog,548,38.2,Low
2025-11-07,13,15,4,0,Ballupur Chowk,Fog,663,38.7,Medium
2025-11-27,11,15,3,0,Prem Nagar,Rain,505,40.9,Low
2025-09-12,8,45,4,0,Prem Nagar,Clear,998,39.7,Medium
2025-08-02,8,0,5,1,Dharampur Chowk,Cloudy,985,33.5,Medium
2025-11-25,7,30,1,0,ISBT,Fog,547,42.1,Low
2025-05-24,20,30,5,1,ISBT,Rain,490,43.2,Low
2025-06-07,21,45,5,1,Ballupur Chowk,Cloudy,505,48.9,Low
2025-08-29,16,0,4,0,Dharampur Chowk,Fog,431,38.0,Low
2025-06-25,22,0,2,0,ISBT,Rain,742,42.2,Medium
2025-05-19,15,15,0,0,ISBT,Rain,587,43.1,Low
2025-05-03,12,30,5,1,ISBT,Cloudy,673,47.3,Medium
2025-06-21,22,45,5,1,ISBT,Rain,405,47.2,Low
2025-11-03,19,15,0,0,Prem Nagar,Cloudy,1046,39.0,Medium
2025-12-19,15,15,4,0,Dharampur Chowk,Rain,715,40.7,Medium
2025-12-31,16,15,2,0,Ballupur Chowk,Cloudy,634,39.3,Low
2025-03-02,15,15,6,1,Rajpur Road,Rain,558,38.0,Low
2025-04-04,21,30,4,0,Rajpur Road,Fog,387,40.5,Low
2025-09-05,14,45,4,0,Prem Nagar,Rain,786,41.1,Medium
2025-03-16,14,0,6,1,ISBT,Clear,908,43.0,Medium
2025-07-12,18,0,5,1,Clock Tower,Cloudy,1205,38.2,High
2025-05-11,21,45,6,1,Prem Nagar,Rain,378,47.5,Low
2025-09-19,19,15,4,0,ISBT,Clear,1585,33.8,High
2025-08-07,21,0,3,0,Ballupur Chowk,Fog,478,42.4,Low
2025-07-18,16,0,4,0,Rajpur Road,Cloudy,606,43.1,Low
2025-03-04,17,0,1,0,Clock Tower,Clear,1371,35.7,High
2025-05-23,9,30,4,0,Rajpur Road,Clear,1242,36.7,High
2025-12-18,19,15,3,0,Clock Tower,Clear,1307,36.5,High
2025-01-06,9,30,0,0,Prem Nagar,Rain,886,37.9,Medium
2025-05-26,19,15,0,0,Rajpur Road,Cloudy,1383,38.3,High
2025-11-13,14,30,3,0,Rajpur Road,Cloudy,894,40.4,Medium
2025-01-12,16,15,6,1,Rajpur Road,Fog,314,44.6,Low
2025-04-15,6,15,1,0,Clock Tower,Rain,708,38.9,Medium
2025-09-06,9,0,5,1,Rajpur Road,Fog,776,40.3,Medium
2025-04-24,13,45,3,0,Prem Nagar,Cloudy,825,44.5,Medium
2025-03-30,13,30,6,1,Clock Tower,Clear,762,46.2,Medium
2025-05-03,15,45,5,1,Prem Nagar,Fog,257,39.9,Low
2025-08-17,12,15,6,1,Clock Tower,Clear,531,45.7,Low
2025-07-29,20,45,1,0,Rajpur Road,Fog,450,36.2,Low
2025-11-11,18,0,1,0,Prem Nagar,Rain,1012,38.9,Medium
2025-04-16,21,45,2,0,Prem Nagar,Rain,282,48.9,Low
